analysis_date,yhat,yhat_lower,yhat_upper,metric
2025-06-01,0.2176324955625522,-0.01845258084689141,0.45365759042258563,misinformation_probability
2025-06-02,0.2867689660296376,0.04820528619961238,0.5437452182333775,misinformation_probability
2025-06-03,0.39187821479086893,0.13915885591412125,0.6308634553574062,misinformation_probability
2025-06-04,0.24953433859518143,0.017992367538477404,0.49322261966738945,misinformation_probability
2025-06-05,0.27829529404084685,0.041827176459102715,0.5160720800275955,misinformation_probability
2025-06-06,0.26456989119049984,0.019268837311560608,0.4910502626184576,misinformation_probability
2025-06-07,0.25303189506597423,0.009488401976268842,0.4851428862053663,misinformation_probability
2025-06-08,0.21089388183142604,-0.05405449601810983,0.43953398774713204,misinformation_probability
2025-06-09,0.2800303522972984,0.03335917250309077,0.5400343190916486,misinformation_probability
2025-06-10,0.38513960105800626,0.1449222850649549,0.6203345597527139,misinformation_probability
2025-06-11,0.24279572486218076,-0.0005164802315785324,0.49665606848553756,misinformation_probability
2025-06-12,0.271556680308046,0.016882410144251656,0.5288998172832585,misinformation_probability
2025-06-13,0.25783127745772594,0.005451181402727856,0.4923122462890358,misinformation_probability
2025-06-14,0.24629328133403813,0.019115841562933247,0.48272252617126593,misinformation_probability
2025-06-15,0.20415526810058843,-0.03867698161132567,0.4398317427993239,misinformation_probability
2025-06-16,0.2732917385666898,0.01912237196536411,0.4974961430985085,misinformation_probability
2025-06-17,0.3784009873275398,0.14417237479900402,0.6224595661845427,misinformation_probability
2025-06-18,0.23605711113136235,-0.019060008948854186,0.4614989871535217,misinformation_probability
2025-06-19,0.2648180665768814,0.022460652681748756,0.5153805509498348,misinformation_probability
2025-06-20,0.2510926637253813,0.005032222250591639,0.4743047705264054,misinformation_probability
2025-06-21,0.2395546676010012,0.004018405591216057,0.4817269898594757,misinformation_probability
2025-06-22,0.1974166543669273,-0.04329080219790763,0.4422525375784376,misinformation_probability
2025-06-23,0.2665531248320225,-0.0017649959918358802,0.5086307649202954,misinformation_probability
2025-06-24,0.3716623735914736,0.1161114211613179,0.6116472399680346,misinformation_probability
2025-06-25,0.2293184973940569,-0.01628438471627306,0.46085176916818466,misinformation_probability
2025-06-26,0.25807935691567935,0.009014414364635858,0.5042911585860306,misinformation_probability
2025-06-27,0.2443538581412248,0.006249518678639503,0.4889016612990653,misinformation_probability
2025-06-28,0.23281576609476826,-0.0013641403680233477,0.48867605480488746,misinformation_probability
2025-07-01,0.36492318432038745,0.11525741545580684,0.6108201407806463,misinformation_probability
2025-07-02,0.22257921220153581,-0.03046712719474577,0.4656177629138483,misinformation_probability
2025-07-03,0.2513400717237838,0.006515348582939572,0.505896018732716,misinformation_probability
2025-07-04,0.23761457294995464,-0.005512340848652534,0.4915268189188777,misinformation_probability
2025-07-05,0.22607648090284638,-0.024376397406198447,0.47735703040825395,misinformation_probability
2025-07-06,0.1839383717459969,-0.048838195742178014,0.42682532686053715,misinformation_probability
2025-07-07,0.25307474628869253,0.00010354623397420469,0.49545696418705826,misinformation_probability
2025-07-08,0.3581838991272885,0.10483886308209317,0.6022279215195551,misinformation_probability
2025-07-09,0.21583992700875035,-0.028189942135041245,0.45305302114928064,misinformation_probability
2025-07-10,0.24460078653231196,-0.006649414355654859,0.49328039134773244,misinformation_probability
2025-07-11,0.23087528775730948,-0.028708423462008647,0.4737770703793423,misinformation_probability
2025-07-12,0.21933719570945293,-0.03857495360297813,0.4596925899724885,misinformation_probability
2025-07-13,0.17719908655102792,-0.06317448255485042,0.41860544139663053,misinformation_probability
2025-07-14,0.24633546109081306,0.00025779062814621645,0.488245202477046,misinformation_probability
2025-07-15,0.3514446139245697,0.11412734199868783,0.5748986921966872,misinformation_probability
2025-07-16,0.20910064180295185,-0.02843860679381362,0.4322325120872957,misinformation_probability
2025-07-17,0.2378615013233491,-0.013790314294393575,0.4796778612399335,misinformation_probability
2025-07-18,0.22413600254769012,-0.026336215653867512,0.48361799002605055,misinformation_probability
2025-07-19,0.21259791049914148,-0.026196943552235955,0.47949086246285383,misinformation_probability
2025-07-20,0.17045980134106917,-0.07183564432893012,0.4086266415874189,misinformation_probability
2025-07-21,0.23959617588286963,-0.012707004436331515,0.5012788014205015,misinformation_probability
2025-07-22,0.344705328718396,0.10071357766257683,0.5851996989138264,misinformation_probability
2025-07-23,0.20236135659751367,-0.04677534215476174,0.4429204283114194,misinformation_probability
2025-07-24,0.23112221611882103,-0.017192144764027997,0.4926646850118482,misinformation_probability
2025-07-25,0.21739671734424837,-0.028664271014120904,0.45231106913628416,misinformation_probability
2025-07-26,0.20585862529637705,-0.03865329858446061,0.45194582784100834,misinformation_probability
2025-07-27,0.1637205161383854,-0.06662876387715551,0.41239599413663824,misinformation_probability
2025-07-28,0.23285689068026477,-0.012486169605384439,0.47326593315719356,misinformation_probability
2025-08-01,0.21065743214712482,-0.03400502800891718,0.4400421675289784,misinformation_probability
2025-08-02,0.19911934010021737,-0.044619749432637766,0.4357676887782264,misinformation_probability
2025-08-03,0.15698123094336608,-0.10177810635228925,0.3953566287867424,misinformation_probability
2025-08-04,0.22611760548833507,-0.01676141189706907,0.4673430452166161,misinformation_probability
2025-08-05,0.3312267583272203,0.07598310400966386,0.5750980446892907,misinformation_probability
2025-08-06,0.18888278620931448,-0.054491098545782005,0.4438456524555114,misinformation_probability
2025-08-07,0.2176436457343015,-0.036389875417343294,0.472883792827285,misinformation_probability
2025-08-08,0.20391814696312485,-0.02840218100966853,0.448216774547224,misinformation_probability
2025-08-09,0.19238005491759358,-0.053950160087565695,0.4536627423099799,misinformation_probability
2025-08-10,0.1502419457626472,-0.09148883767021308,0.39131459455314777,misinformation_probability
2025-08-11,0.21937832030713014,-0.031637654338643524,0.4640781462956314,misinformation_probability
2025-08-12,0.3244874731444804,0.08445279332535585,0.5710768741506022,misinformation_probability
2025-08-13,0.18214350102540217,-0.05857296608805189,0.4223764090980436,misinformation_probability
2025-08-14,0.21090436054752376,-0.025728309298069414,0.4512264486173601,misinformation_probability
2025-08-15,0.1971788617734658,-0.03613731507285891,0.4455162275725661,misinformation_probability
2025-08-16,0.1856407697267084,-0.06831133506879306,0.4234663165256628,misinformation_probability
2025-08-17,0.14350266056984215,-0.09393260052817874,0.38769544093468195,misinformation_probability
2025-08-18,0.21263903511316462,-0.021420176478897324,0.45212133221290024,misinformation_probability
2025-08-19,0.3177481879503888,0.07532397955189804,0.5603858579419896,misinformation_probability
2025-08-20,0.17540421583114096,-0.05667372268981903,0.4331914731547261,misinformation_probability
2025-08-21,0.2041650753532268,-0.04706200846312391,0.44900334112646995,misinformation_probability
2025-08-22,0.19043957657949181,-0.03330971777304133,0.43936753928033034,misinformation_probability
2025-08-23,0.17890148453239496,-0.054048509350922265,0.42708735543160925,misinformation_probability
2025-08-24,0.1367633753755847,-0.08487049855439907,0.3873190627073543,misinformation_probability
2025-08-25,0.20589974991919915,-0.006945194786276935,0.4440504192885074,misinformation_probability
2025-08-26,0.31100890275619164,0.07313635270701616,0.5472260581933012,misinformation_probability
2025-08-27,0.16866493063686716,-0.0775097314527298,0.4112649907999115,misinformation_probability
2025-08-28,0.19742579015911513,-0.05241880144341729,0.4640336977676544,misinformation_probability
2025-08-29,0.1837002913851589,-0.06767731302980577,0.4390274118282528,misinformation_probability
2025-08-30,0.17216219933808152,-0.06584211050407347,0.42376756204271204,misinformation_probability
2025-08-31,0.13002409018122169,-0.11663859348075409,0.3685791729263743,misinformation_probability
2025-09-01,0.19916046472484336,-0.04627007929304925,0.46092206759939314,misinformation_probability
2025-09-02,0.3042696175621098,0.061672643495477554,0.5582850308107343,misinformation_probability
2025-09-03,0.16192564544259339,-0.08006648662721239,0.41954911773056347,misinformation_probability
2025-09-04,0.19068650496479533,-0.05386978337775421,0.4425713141432631,misinformation_probability
2025-09-05,0.17696100619082594,-0.052285948428233815,0.40807635690754407,misinformation_probability
2025-09-06,0.16542291414399887,-0.06713968734558455,0.4144076699907762,misinformation_probability
2025-09-07,0.12328480498709507,-0.11942782630142271,0.36551258298395944,misinformation_probability
2025-09-08,0.19242117953087787,-0.04391698994859003,0.4291240229669098,misinformation_probability
2025-09-09,0.29753033236790294,0.05188732990004162,0.5558730790489607,misinformation_probability
2025-09-10,0.15518636024831964,-0.09598636456256035,0.41762127842161556,misinformation_probability
2025-09-11,0.18394721977068368,-0.059945130634034026,0.43378008191880013,misinformation_probability
2025-09-12,0.17022172099679753,-0.08511875216030927,0.40479643032955187,misinformation_probability
2025-09-13,0.15868362894945462,-0.08392360884037899,0.3908724377383809,misinformation_probability
2025-09-14,0.11654551979296847,-0.11436606809398386,0.3632550300007412,misinformation_probability
2025-09-15,0.18568189433623272,-0.04929129972845034,0.42403258479471934,misinformation_probability
2025-09-16,0.29079104717370585,0.053269856553794216,0.5371649836441089,misinformation_probability
2025-09-17,0.14844707505405844,-0.08415525714832385,0.4083883025452816,misinformation_probability
2025-09-18,0.17720793457647935,-0.06139474622367313,0.4071859089235103,misinformation_probability
2025-09-19,0.16348243580246463,-0.07245032284222447,0.4005861862257535,misinformation_probability
2025-09-20,0.15194434375568433,-0.08439288038681246,0.40929456928805746,misinformation_probability
2025-09-21,0.10980623459884183,-0.14138666761824042,0.3549222507776822,misinformation_probability
2025-09-22,0.1789426091422672,-0.06222526682348045,0.4392238936395698,misinformation_probability
2025-09-23,0.28405176197939347,0.04943985050848566,0.5318636243268131,misinformation_probability
2025-09-24,0.14170778985977212,-0.07585390920588239,0.38384237352236855,misinformation_probability
2025-09-25,0.17046864938227504,-0.09485374205995835,0.4142426086848305,misinformation_probability
2025-09-26,0.15674315060849067,-0.08684125931751842,0.3838617576571662,misinformation_probability
2025-09-27,0.1452050585613709,-0.08119235634744264,0.39131336857191146,misinformation_probability
